V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,
0%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,21%,0%,42%,0%,0%,0%,1%,
22%,1%,0%,0%,6%,15%,34%,0%,0%,1%,0%,0%,4%,0%,0%,12%,0%,2%,2%,1%,
0%,0%,11%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,1%,80%,0%,0%,1%,
0%,0%,86%,3%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,4%,
0%,2%,0%,1%,0%,1%,4%,0%,0%,1%,0%,55%,0%,0%,0%,1%,0%,0%,9%,25%,
0%,8%,0%,1%,0%,0%,1%,27%,1%,1%,1%,2%,1%,0%,2%,13%,37%,3%,0%,3%,
0%,50%,5%,0%,0%,10%,1%,0%,0%,0%,0%,0%,0%,0%,1%,29%,0%,0%,0%,2%,
0%,0%,0%,1%,2%,0%,31%,0%,0%,2%,36%,3%,0%,0%,0%,6%,0%,0%,0%,17%,
0%,2%,0%,13%,1%,1%,2%,0%,10%,2%,1%,3%,1%,1%,1%,10%,39%,1%,0%,11%,
3%,1%,0%,7%,72%,0%,3%,0%,1%,1%,1%,0%,0%,0%,0%,1%,0%,0%,0%,7%,
0%,1%,0%,0%,0%,1%,3%,0%,0%,1%,0%,11%,6%,0%,28%,38%,1%,3%,0%,5%,
1%,0%,0%,0%,0%,0%,16%,0%,0%,0%,69%,0%,0%,0%,0%,0%,0%,12%,0%,0%,
91%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,43%,0%,1%,0%,0%,0%,0%,0%,3%,0%,0%,0%,50%,0%,0%,0%,0%,0%,1%,
0%,37%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,58%,0%,1%,0%,0%,0%,1%,
0%,1%,41%,2%,0%,1%,2%,0%,0%,0%,1%,37%,0%,1%,1%,2%,2%,2%,1%,6%,
4%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,95%,0%,0%,
0%,1%,0%,0%,0%,1%,1%,0%,0%,0%,0%,18%,0%,0%,3%,0%,0%,74%,0%,0%,
13%,4%,3%,0%,2%,0%,0%,0%,72%,0%,0%,0%,0%,0%,1%,1%,0%,0%,0%,3%,
0%,20%,0%,2%,29%,1%,1%,0%,1%,1%,0%,0%,3%,0%,1%,5%,0%,0%,0%,32%,
,,,,,,,,,,,,,,,,,,,,
Sum,,,,,,,,,,,,,,,,,,,,
 71.33 , 67.38 , 114.86 , 50.19 , 97.36 , 58.52 , 107.39 , 26.37 , 52.68 , 64.23 , 49.11 , 72.79 , 60.48 , 32.54 , 56.03 , 113.95 , 61.66 , 64.32 , 39.07 , 122.74 ,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018.09,10%,19%,19%,22%,27%,16%,23%,10%,34%,25%,32%,9%,30%,27%,13%,16%,20%,17%,5%,25%
2018.12,19%,17%,15%,19%,23%,24%,28%,25%,21%,17%,17%,16%,23%,17%,16%,15%,27%,16%,32%,19%
2019.03,29%,14%,26%,20%,24%,17%,23%,24%,18%,18%,21%,18%,13%,12%,26%,17%,15%,21%,16%,19%
2019.06,16%,16%,22%,20%,17%,21%,17%,18%,15%,20%,11%,24%,31%,30%,20%,26%,13%,24%,23%,19%
2019.09,17%,33%,16%,21%,15%,20%,13%,16%,24%,24%,29%,23%,11%,20%,17%,22%,27%,19%,15%,22%
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
 5.40 ,51,4%,16%,,,,,,,,,,,,,,,,,
 0.99 ,279,20%,0%,,,,,,,,,,,,,,,,,
 0.79 ,350,25%,-5%,,,,,,,,,,,,,,,,,
 0.79 ,350,25%,-5%,,,,,,,,,,,,,,,,,
 0.79 ,348,25%,-5%,,,,,,,,,,,,,,,,,
,1378,100%,,,,4,,,,,,,,,,,,,,
,,,,,, (0.80),,,,,,,,,,,,,,
